,restaurant_name,dine_rating,delivery_rating_f,location,average_pricing,popular_cuisine,open_time,closed_time_f,operational_hours,operational_days,open_days_f,last_open_day,reviews,url,sentiment_analysis,overall_review,delivery_vs_dine_in_preference,average_rating
2718,Pizza Yum,4.4,4.1,"Subhash Nagar, New Delhi",450,"Classic Veg Pizza, Choco Lava Cake, White Sauce Pasta, Pizzas",11am,3am,16.0,7,Mon,Sun,"['I saw this for the first time yesterday , when i was going to subhash nagar metro stn. Thought of giving it a try, and here is my review on it.\nFirst of all they maintain all the necessary hygiene precautions in such corona time.\nThere food qualtiy is good, like look at the pricing, best quality under such range, very scrumptious.\nI had paneer makhani pizza , choco lava cake and stuffed garlic bread, everything tastes good.\nMe overall experience was good, will definitely order again.', 'Dont order from this resturant because they dont know hoe to make pizza and i haved order pizza and chicken burger from this resturant and you dont beleive that pizza base so thick and hard or chicken is not fresh . I just waste my rs 240 for pizza and burger . Its useless . And i think this resturant staff have to keep professional chef who know how to make food ...\n\nSo , please dont order from this place guys because health is more important instant of this discuisting food🙏🏻🙏🏻', 'It is a cute little place below the metro station which can fulfill your instant hunger after travelling. I loved the pizza, stuffed garlic bread and choco lava cake. Staff were really friendly and helping. A big thumbs up for the staff and food.', 'I recently visited this cute outlet. I really liked their pizzas specially the cheese pizza 🍕 & also do try their burgers 🍔 and don’t miss out on their choco lava cakes 🧁', 'It’s safe to visit them, they are taking full precautions towards covid. Also do try their pizzas 🍕 I really liked their Paneer Makhani pizza and do get yourself their choco lava cake which is so drooling 😍😍😍.']",https://www.zomato.com/ncr/pizza-yum-subhash-nagar-new-delhi,"{'overall_sentiment': 'Positive', 'positive_reviews_count': 4, 'negative_reviews_count': 0, 'neutral_reviews_count': 0}",Positive,"{'delivery_rating': 4.099999904632568, 'dine_in_rating': 4.4, 'preference': 'Dine-in'}",4.249999952316284
2719,Bustro,3.3,3.2,"Uttam Nagar, New Delhi",500,₹500 for two people (approx.),00:00,23:59,23.98,7,Mon,Sun,"['I had ordered a butter naan thali which had 1 Dal Makhani, 1 Handi Paneer, and 1 Mix Veg, but I only got Dal Makhani and Handi Paneer, and in this thali, Veg Biryani was served, but I got plain rice.', 'malai kofta (without malai, no taste ) and price is so high.', 'Please do not order they serve plain rice instead of biryani and one vegetable was missing from the order. Restaurant never accepts that.\n\nplease DO NOT ORDER']",https://www.zomato.com/ncr/bustro-uttam-nagar-new-delhi,"{'overall_sentiment': 'Positive', 'positive_reviews_count': 4, 'negative_reviews_count': 1, 'neutral_reviews_count': 0}",Positive,"{'delivery_rating': 3.200000047683716, 'dine_in_rating': 3.3, 'preference': 'Dine-in'}",3.250000023841858
2720,Chawla Family Restaurant,3.3,3.9,"Rajouri Garden, New Delhi",500,"Tandoori, Good Taste, Quantity, Good Food, Delicious Food, Price",11am,2am,15.0,7,Mon,Sun,"['extremely bad', 'I ordered cream chicken but they sent me Kali mirch chicken, too black peppery and portion size of the container was only 600 ml as I ordered half chicken']",https://www.zomato.com/ncr/chawla-family-restaurant-2-rajouri-garden-new-delhi,"{'overall_sentiment': 'Neutral', 'positive_reviews_count': 1, 'negative_reviews_count': 1, 'neutral_reviews_count': 0}",Neutral,"{'delivery_rating': 3.9000000953674316, 'dine_in_rating': 3.3, 'preference': 'Delivery'}",3.6000000476837157
2721,Sethi Ice Cream,3.7,4.1,"DDA Market, New Delhi",300,₹300 for two people (approx.),6pm,1am,7.0,7,Mon,Sun,"['Sethi Icecream Rajouri Garden\nJust amazing ice creams served here. We tried Choco Chips Ice-cream cone and it was yummy. They have great variety of ice-creams with reasonable price.', 'Fruit icecream 🍨🍨🍨🍨 timely services,best packaging ,money worth,good for dessert 🎂nice ambience.', 'pathetic ice creams.. rocky road seems to have only dry fruits in it n that includes only almonds n nothing else and it tastes bitter. traffic jam seems to have no flavour at all. the place misleads the people on the taste of the ice cream and there are no photos of how the ice cream sundaes look like. so it is always hit and a miss with the order. will never order from there ever again.', 'Sethi Icecream Rajouri Garden\n\nJust amazing ice-creams served here\n\nWe tried choco icecream\nMango\nAnd few others\nThe taste was just awsome\n\nKeep it up\nRecommended', 'ice cream taste so bad and it was smelly. Chocolate was yuckk.']",https://www.zomato.com/ncr/sethi-ice-cream-rajouri-garden-new-delhi,"{'overall_sentiment': 'Negative', 'positive_reviews_count': 2, 'negative_reviews_count': 3, 'neutral_reviews_count': 0}",Negative,"{'delivery_rating': 4.099999904632568, 'dine_in_rating': 3.7, 'preference': 'Delivery'}",3.8999999523162843
2722,Singz Kebabs & Curries,3.9,3.8,"Janakpuri, New Delhi",600,₹600 for two people (approx.),11am,1am,14.0,7,Mon,Sun,"['Food was cold , taste was bad , sauce was smelling and too much water added , wasn’t an ideal mint sauce little bit chicken was burnt as well so it’s a big no', 'worst food', 'Good & Quality Food.']",https://www.zomato.com/ncr/singz-kebabs-curries-janakpuri-new-delhi,"{'overall_sentiment': 'Positive', 'positive_reviews_count': 5, 'negative_reviews_count': 0, 'neutral_reviews_count': 0}",Positive,"{'delivery_rating': 3.799999952316284, 'dine_in_rating': 3.9, 'preference': 'Dine-in'}",3.8499999761581423
2723,Baskin Robbins - Ice Cream Desserts,4.0,4.0,"Vikaspuri, New Delhi",500,₹500 for two people (approx.),11am,4am,17.0,7,Mon,Sun,"['Not got the item ordered the person forced me to chose from available ones', 'Received hand scooped boxes instead of factory sealed tubs']",https://www.zomato.com/ncr/baskin-robbins-ice-cream-desserts-vikaspuri-new-delhi,"{'overall_sentiment': 'Negative', 'positive_reviews_count': 0, 'negative_reviews_count': 5, 'neutral_reviews_count': 0}",Negative,"{'delivery_rating': 4.0, 'dine_in_rating': 4.0, 'preference': 'Equal'}",4.0
2724,Oye Hoye Chaap,4.1,3.7,"Janakpuri, New Delhi",400,"Amazing Interiors, Awesome Spot to Hangout, Humble Staff, Great Place for Family, Excellent Location, Comforting Atmosphere",1pm,2,13.0,7,Mon,Sun,['Thanks amit for delivering delicious food 🥘'],https://www.zomato.com/ncr/oye-hoye-chaap-janakpuri-new-delhi,"{'overall_sentiment': 'Positive', 'positive_reviews_count': 4, 'negative_reviews_count': 0, 'neutral_reviews_count': 0}",Positive,"{'delivery_rating': 3.700000047683716, 'dine_in_rating': 4.1, 'preference': 'Dine-in'}",3.9000000238418577
2725,Shakes Junction,3.7,4.3,"Uttam Nagar, New Delhi",300,₹300 for two people (approx.),10am,2am,16.0,7,Mon,Sun,['I ordered chicken pasta but sent me veg one'],https://www.zomato.com/ncr/shakes-junction-uttam-nagar-new-delhi,"{'overall_sentiment': 'Negative', 'positive_reviews_count': 1, 'negative_reviews_count': 4, 'neutral_reviews_count': 0}",Negative,"{'delivery_rating': 4.300000190734863, 'dine_in_rating': 3.7, 'preference': 'Delivery'}",4.000000095367431
2726,Shahi Handi Biryani,4.2,4.0,"Sector 2, Dwarka, New Delhi",450,"Large Servings, Excellent Experience, Variety of Pizza, Nice Concept, Family Crowd, Good Wifi",00:00,23:59,23.98,7,Mon,Sun,"['The chicken in the Biryani was raw, mutton with no masala and lots of oil', 'It was no way near to Biryani. It was just orange rice and having some typical odour while eating. Had to throw it away.', 'ordered rumali roti and paid for it recieved plain. tawa roti']",https://www.zomato.com/ncr/shahi-handi-biryani-sector-2-dwarka-new-delhi,"{'overall_sentiment': 'Positive', 'positive_reviews_count': 1, 'negative_reviews_count': 0, 'neutral_reviews_count': 0}",Positive,"{'delivery_rating': 4.0, 'dine_in_rating': 4.2, 'preference': 'Dine-in'}",4.1
2727,Ashoka's Ice Zone,3.6,4.0,"Tilak Nagar, New Delhi",350,"Food Truck Design, Pocket Friendly, Price, Staff, Quality",10am,3am,17.0,7,Mon,Sun,"['Serum was too much in the shake… packaging was pathetic half of the shake fall in the polybag', 'Vanilla Ice cream was very old and was spoilt. It was smelling very bad.']",https://www.zomato.com/ncr/ashokas-ice-zone-tilak-nagar-new-delhi,"{'overall_sentiment': 'Negative', 'positive_reviews_count': 0, 'negative_reviews_count': 2, 'neutral_reviews_count': 0}",Negative,"{'delivery_rating': 4.0, 'dine_in_rating': 3.6, 'preference': 'Delivery'}",3.8
2728,Urban Vada Pav,3.8,4.1,"Uttam Nagar, New Delhi",300,"Crispy Vada Pav, Vada Paav, Strawberry Mojito, Sausage, Wrap, Oreo Shake",10am,4am,18.0,7,Mon,Sun,"[pasta has hardly any pasta and it was not pasta in sauce but there was a sauce where pasta was added for garnising. maggie was dry and has veggies for name sake won't order again""""""",https://www.zomato.com/ncr/urban-vada-pav-uttam-nagar-new-delhi,"{'overall_sentiment': 'Negative', 'positive_reviews_count': 0, 'negative_reviews_count': 3, 'neutral_reviews_count': 0}",Negative,"{'delivery_rating': 4.099999904632568, 'dine_in_rating': 3.8, 'preference': 'Delivery'}",3.949999952316284
2729,Karim's Delhi 59,3.7,3.8,"Uttam Nagar, New Delhi",400,₹400 for two people (approx.),12midnight,4am,4.0,7,Mon,Sun,"['taste was poor..and smelly food...I want to return my order and send back to my money...I a m fed up this restaurant...', 'Vhutiya bnane ki scheme hai']",https://www.zomato.com/ncr/karims-delhi-59-uttam-nagar-new-delhi,"{'overall_sentiment': 'Negative', 'positive_reviews_count': 0, 'negative_reviews_count': 1, 'neutral_reviews_count': 0}",Negative,"{'delivery_rating': 3.799999952316284, 'dine_in_rating': 3.7, 'preference': 'Delivery'}",3.749999976158142
2730,Apna Dhaba,3.7,4.1,"Sector 7, Dwarka, New Delhi",400,"Value for Money, Fresh Food, Good Quality, Quantity",12midnight,1am,1.0,7,Mon,Sun,"['test is very poor', 'Delivery boy, behaviour, very good and politely']",https://www.zomato.com/ncr/apna-dhaba-1-sector-7-dwarka-new-delhi,"{'overall_sentiment': 'Negative', 'positive_reviews_count': 0, 'negative_reviews_count': 2, 'neutral_reviews_count': 0}",Negative,"{'delivery_rating': 4.099999904632568, 'dine_in_rating': 3.7, 'preference': 'Delivery'}",3.8999999523162843
2731,Bismillah Biryani Point,3.9,4.1,"Uttam Nagar, New Delhi",500,₹500 for two people (approx.),00:00,23:59,23.98,7,Mon,Sun,"['bakwas khana h pls koi h order Mt krna', 'my food was not complete you Zomato cheat me and your restaurant Bismillah Biryani point also cheater I already paid total amount in online but they give me not my food is complete']",https://www.zomato.com/ncr/bismillah-biryani-point-uttam-nagar-new-delhi,"{'overall_sentiment': 'Positive', 'positive_reviews_count': 3, 'negative_reviews_count': 2, 'neutral_reviews_count': 0}",Positive,"{'delivery_rating': 4.099999904632568, 'dine_in_rating': 3.9, 'preference': 'Delivery'}",3.9999999523162844
2732,La Milano Pizzeria,4.1,4.0,"Rajouri Garden, New Delhi",300,"Weekend Brunch, Cute Packaging, Food Presentation, Student Crowd, Elaborate Menu, Customizable Food",10am,4am,18.0,7,Mon,Sun,['not good this is so stale and missing order'],https://www.zomato.com/ncr/la-milano-pizzeria-rajouri-garden-new-delhi,"{'overall_sentiment': 'Negative', 'positive_reviews_count': 0, 'negative_reviews_count': 4, 'neutral_reviews_count': 0}",Negative,"{'delivery_rating': 4.0, 'dine_in_rating': 4.1, 'preference': 'Dine-in'}",4.05
2733,Lazy Bird,3.7,0.0,"Mayapuri Phase 2, New Delhi",1400,"₹1,400 for two people (approx.)",7pm,5am,10.0,7,Mon,Sun,"['One of my favorite place in West Delhi .I visited Lazy Bird with my friends, It really has a very good and environment which suits perfectly for parties. The food is Awesome. I tried white sauce pasta, Chili mushrooms, Hakka Noodles . Highly recommend this place for party lovers !\n\nFood: 5/5 | Service: 5/5 | Atmosphere: 5/5', 'Looking for some delicious food then visit this place in town I loved there pool game amazing 🤩 #Recommended do visit them 💯 must try chilly mushroom 🍄', 'I would recommend you to visit there. Mine experience was memorable. Tasty food. If you guys looking out for open terris place visit there', 'A new place in town with amazing food and decent ambience and opens all night one of the best things loved the way the food was served and the plating and quantity loved it\nThank you for making my night sooo amazing\nFood 5/5\nAmbience 5/5\nService 5/5']",https://www.zomato.com/ncr/lazy-bird-mayapuri-phase-2-new-delhi,"{'overall_sentiment': 'Positive', 'positive_reviews_count': 4, 'negative_reviews_count': 1, 'neutral_reviews_count': 0}",Positive,"{'delivery_rating': 0.0, 'dine_in_rating': 3.7, 'preference': 'Dine-in'}",1.85
2734,Chinese Foodies,3.7,4.2,"Palam, New Delhi",350,₹350 for two people (approx.),12midnight,2am,2.0,7,Mon,Sun,['Green chili sauce not received & packing was not good'],https://www.zomato.com/ncr/chinese-foodies-palam-new-delhi,"{'overall_sentiment': 'Positive', 'positive_reviews_count': 4, 'negative_reviews_count': 1, 'neutral_reviews_count': 0}",Positive,"{'delivery_rating': 4.199999809265137, 'dine_in_rating': 3.7, 'preference': 'Delivery'}",3.9499999046325684
2735,South Indian Restaurant,3.5,3.2,"Bindapur, New Delhi",300,₹300 for two people (approx.),12midnight,11,11.0,7,Mon,Sun,"['yeh itaa Ganda hai itii gandi smell AA Rahi hai iss dhose me se sambhar ek dam Pani chatni me iti gndi smell dhosa poora paper pr chipak rakha hai I want my refund warna me complain kardungi kharab khana bheja hai ek dum..', 'Pasta taste less', no spoon and dosa is very small and sambhar is also very less in quantity. and you charged me 150 rs. this is not fair. and i am not order you again""",https://www.zomato.com/ncr/south-indian-restaurant-1-bindapur-new-delhi,"{'overall_sentiment': 'Positive', 'positive_reviews_count': 2, 'negative_reviews_count': 0, 'neutral_reviews_count': 0}",Positive,"{'delivery_rating': 3.200000047683716, 'dine_in_rating': 3.5, 'preference': 'Dine-in'}",3.350000023841858
2736,Cafe Delhi Heights,4.4,4.3,"Pacific Mall (Tagore Garden), New Delhi",1500,"Makhani Maggi, Juicy Lucy, Whole Wheat Pasta, Pan Fried Noodles, Banoffee Pie, Panneer Butter Masala",12noon,12midnight,12.0,7,Mon,Sun,"['Great food! And amazing service from Mintu', 'the food was absolutely amazing and the staff is really helpful specifically mr.Rahul and experience was very good and the dining was outstanding', 'Amazing place, good food and ambience. one of the best finds of Pacific mall', They didn't serve what was asked""""""",https://www.zomato.com/ncr/cafe-delhi-heights-tilak-nagar-new-delhi,"{'overall_sentiment': 'Neutral', 'positive_reviews_count': 1, 'negative_reviews_count': 1, 'neutral_reviews_count': 0}",Neutral,"{'delivery_rating': 4.300000190734863, 'dine_in_rating': 4.4, 'preference': 'Dine-in'}",4.350000095367432
2737,Miyan Ji Paranthe Wale,3.9,3.6,"Uttam Nagar, New Delhi",400,₹400 for two people (approx.),6pm,6am,12.0,7,Mon,Sun,"['I never had this kind of pathetic food. Roti is so much hard unfortunately I have to throw the food.', 'bro poured entire indian ocean in paratha. bhai itna namak aisa lag raha tha jaise namak ka paratha hai aloo ka nahi 😭😭']",https://www.zomato.com/ncr/miyan-ji-paranthe-wale-1-uttam-nagar-new-delhi,"{'overall_sentiment': 'Positive', 'positive_reviews_count': 5, 'negative_reviews_count': 0, 'neutral_reviews_count': 0}",Positive,"{'delivery_rating': 3.5999999046325684, 'dine_in_rating': 3.9, 'preference': 'Dine-in'}",3.7499999523162844
2738,Da Pepper Pizza,3.8,4.1,"Palam, New Delhi",300,"Plenty of Vegetarian Options, Reasonable Prices, Polite Staff, Quality, Food",11am,1am,14.0,7,Mon,Sun,['No reviews here'],https://www.zomato.com/ncr/da-pepper-pizza-palam-new-delhi,"{'overall_sentiment': 'Negative', 'positive_reviews_count': 1, 'negative_reviews_count': 2, 'neutral_reviews_count': 0}",Negative,"{'delivery_rating': 4.099999904632568, 'dine_in_rating': 3.8, 'preference': 'Delivery'}",3.949999952316284
2739,Sian Chinese,3.7,3.8,"Uttam Nagar, New Delhi",300,"Great Place for Family, Excellent Location, Best in Service, Fantastic Decoration, Filling Food, Great Veg Options",5pm,7,14.0,7,Mon,Sun,['very very bad'],https://www.zomato.com/ncr/sian-chinese-uttam-nagar-new-delhi,"{'overall_sentiment': 'Negative', 'positive_reviews_count': 0, 'negative_reviews_count': 2, 'neutral_reviews_count': 0}",Negative,"{'delivery_rating': 3.799999952316284, 'dine_in_rating': 3.7, 'preference': 'Delivery'}",3.749999976158142
2740,Mosaic - SK Premium Park,3.2,0.0,"SK Premium Park, Jail Road, New Delhi",2000,"₹2,000 for two people (approx.)",00:00,23:59,23.98,7,Mon,Sun,"['I visited this place and had chilli chicken, mix veg, non veg cutlets and taste was amazing. Best was chilli chicken and cutlets.', S K Premium is Nice place for get-together.. And there food is too good and budget friendly for kitty party""",https://www.zomato.com/ncr/mosaic-sk-premium-park-mayapuri-new-delhi,"{'overall_sentiment': 'Positive', 'positive_reviews_count': 2, 'negative_reviews_count': 1, 'neutral_reviews_count': 0}",Positive,"{'delivery_rating': 0.0, 'dine_in_rating': 3.2, 'preference': 'Dine-in'}",1.6
2741,Pizza Way,3.9,3.4,"Sector 5, Dwarka, New Delhi",500,₹500 for two people (approx.),11am,2am,15.0,7,Mon,Sun,"['Osm burger\nOsm cheese u guys so amazing\nThnxxx for making my burger special. And the. Delivery boy. Is also gud natur\nBurger is just killing my hunger', 'Pizza way as according that name is so good pizza and crispy full cheesy pizza I love that I ordered that simple cheese pizza and I found that this pizza like ....it extra cheese pizza.....\nI really enjoy my order and my food I am so happy for customer dealing this restaurant I suggest ....\nyou all of that if you want any type of pizza you order pizza way you never disappointed this restaurant are so good and also so good pizza I enjoy much my food...', 'Quick service when I ordered through app! Awesome flavor...I ordered the BBQ chicken pizza! It was so yummy, I wish there were larger sizes/more slices available to order.\nI recommend.', Really good pizza. Properly cooked and quality ingredients. As it's so good I'd like it to be a little bigger for the price. Fast delivery which you don't usually get in this region. Or anywhere!\nPrices are really decent as per quality.""""]""""",https://www.zomato.com/ncr/pizza-way-sector-5-dwarka-new-delhi,"{'overall_sentiment': 'Positive', 'positive_reviews_count': 4, 'negative_reviews_count': 1, 'neutral_reviews_count': 0}",Positive,"{'delivery_rating': 3.4000000953674316, 'dine_in_rating': 3.9, 'preference': 'Dine-in'}",3.650000047683716
